Second 1 X,Second 1 Y,Second 1 Z,Second 2 X,Second 2 Y,Second 2 Z,Second 3 X,Second 3 Y,Second 3 Z,Second 4 X,Second 4 Y,Second 4 Z,Second 5 X,Second 5 Y,Second 5 Z,Second 6 X,Second 6 Y,Second 6 Z,Second 7 X,Second 7 Y,Second 7 Z,Second 8 X,Second 8 Y,Second 8 Z,Second 9 X,Second 9 Y,Second 9 Z,Second 10 X,Second 10 Y,Second 10 Z,animal
-4.357447,7.050924,4.441244,-3.263297,7.017405,5.530606,-3.462016,7.096414,5.585672,-4.194642,6.696582,6.397307,-4.046201,6.481104,6.172252,-3.375824,6.347029,5.717354,-4.762067,5.880159,7.146692,-2.434903,6.382942,4.757279,-4.687847,5.906496,5.08289,-2.829947,7.924808,5.851429,Deer
-3.222595,4.994305,8.542512,-3.849876,4.912902,6.742072,-4.331111,4.185065,8.255207,-4.122815,4.204218,6.998251,-4.343082,5.102044,6.114791,-3.46441,4.774038,7.821857,-5.063736,5.11162,9.018958,-4.182671,4.661511,9.078813,-3.236961,4.345476,7.632715,-3.751714,4.182671,7.33344,Deer
-4.493917,4.161122,7.999028,-3.878607,4.168305,8.188169,-3.998317,4.850653,7.45315,-3.057395,5.26485,8.362947,-4.465186,4.479551,7.939173,-3.404555,4.596867,8.791509,-4.613626,4.441244,8.274361,-2.911349,4.537012,8.157045,-4.168305,3.600879,7.730877,-3.08852,4.402937,6.823475,Deer
-3.567361,4.321534,8.092402,-4.019865,4.125209,8.50181,-3.406949,4.338294,7.94875,-3.20823,4.378995,8.53054,-3.620033,4.357447,7.881712,-2.72939,4.642357,8.446744,-3.593697,4.072537,8.334216,-3.854665,4.175488,8.437167,-3.066972,4.307169,7.888895,-3.667917,4.098873,7.946355,Deer
-3.881001,3.861847,8.451532,-3.205836,3.94325,8.331821,-3.404555,3.768473,7.90326,-3.452439,3.859453,8.827422,-3.46441,3.895366,8.303091,-2.94008,4.853047,7.78355,-3.476381,4.46758,8.147469,-3.289633,4.086902,8.219295,-3.083732,3.744531,8.468291,-3.332729,3.184288,9.610326,Deer
-3.550601,2.734178,9.229648,-3.057395,3.421314,7.824251,-2.437297,3.174711,8.104373,-3.229778,2.686294,9.737218,-3.77805,2.746149,9.255983,-3.457227,3.002329,9.718064,-3.117251,3.198653,8.540117,-2.782062,3.239355,8.209718,-3.098097,3.505111,8.705317,-3.574543,3.902549,8.482656,Deer
-3.895366,3.433285,9.155427,-3.677494,3.387795,7.864953,-3.529053,3.737349,8.542512,-3.280056,4.192247,7.223307,-3.598485,4.867412,7.848193,-3.402161,4.776433,8.722076,-3.301604,5.006276,7.012617,-3.272874,4.702212,7.256825,-3.428497,4.036624,7.644686,-3.071761,3.758897,9.595961,Deer
-3.576937,4.48434,8.379706,-3.478775,3.801992,8.209718,-3.519476,3.153164,8.523358,-4.668694,3.102885,8.731653,-4.007894,3.141193,8.303091,-4.683059,1.87466,6.754043,-2.602497,3.160346,8.631097,-3.761291,2.86586,9.497798,-4.532224,2.53546,9.449914,-4.180276,2.358289,9.945514,Deer
-3.10528,4.920084,7.366959,-2.257732,4.216189,9.157822,-3.639187,4.225766,7.685388,-2.621651,4.671088,7.347805,-2.559402,4.568137,9.885659,-3.287239,4.48434,7.03177,-2.351106,5.020641,7.843405,-3.385401,4.510676,7.757214,-2.944868,4.742914,7.606379,-2.449268,4.304775,9.284714,Deer
-3.615245,2.573767,8.827422,-4.630386,2.406173,8.611943,-4.599261,2.86586,9.143456,-4.194642,2.705448,8.288726,-3.931279,3.114856,7.896077,-4.204218,3.174711,8.106767,-4.462792,2.918532,8.159439,-5.662287,2.523489,8.973468,-4.276044,3.023877,7.632715,-5.853823,3.354277,8.841787,Deer
-3.047819,2.475605,9.392453,-4.941632,4.053383,11.554418,-2.844312,4.335899,8.561666,-3.94325,4.149151,9.066842,-3.593697,3.430891,7.417237,-2.434903,3.969586,7.510611,-5.341464,4.853047,9.974244,-2.961627,3.660734,11.506534,-3.761291,3.945644,8.568848,-3.366248,3.567361,7.101202,Deer
-3.469198,3.165135,8.147469,-2.911349,2.731784,8.434772,-2.829947,2.691083,9.227253,-2.815581,2.671929,9.368511,-3.035848,2.889802,9.507375,-3.141193,2.839523,9.476251,-3.241749,2.695871,8.884883,-2.956839,2.643199,8.365341,-2.875436,2.791639,8.566454,-3.047819,2.896984,8.966286,Deer
-3.167529,5.638345,7.714118,-3.981557,5.020641,7.627927,-3.426103,5.396531,5.691018,-3.234566,4.525041,10.682928,-3.65834,4.60405,9.325416,-3.622427,4.613626,8.171411,-3.244143,4.508282,6.23929,-3.035848,4.74052,5.932832,-2.858677,5.109226,7.666234,-2.784456,4.649539,9.14585,Deer
-6.830657,2.973598,4.754885,-5.032612,6.813898,5.798757,-7.682993,3.77805,5.003881,-5.300763,3.718195,5.444415,-5.410896,3.885789,7.630321,-4.697424,4.1707,9.01417,-1.534683,0.347159,9.339781,-2.545036,-3.813963,13.424289,2.360683,3.892972,8.853758,0.191536,2.932897,11.57836,Deer
-4.338294,6.457162,7.888895,-3.28245,5.647922,7.249643,-4.13718,4.551377,9.090784,-5.726931,5.509058,6.452374,-3.799598,4.850653,7.5561,-4.802769,4.515464,7.352593,-5.312734,5.097255,8.231265,-3.560178,4.977545,7.252037,-4.659117,4.900931,6.576872,-3.737349,4.932055,7.70933,Deer
-5.741296,5.619191,7.290344,-3.605668,5.597643,7.328651,-4.853047,6.354211,9.062054,-2.264915,6.624756,7.917625,-3.801992,6.677429,7.338228,-2.073379,6.064513,8.219295,-4.335899,5.238513,8.525752,-4.498705,5.343858,7.189788,-5.597643,5.025429,4.697424,-9.334992,3.361459,8.937555,Deer
-4.520253,6.260838,5.542577,-4.005499,6.670246,5.29358,-3.150769,7.156269,5.166687,-2.784456,7.714118,5.257667,-2.513912,7.603985,6.112397,-2.657564,6.849811,6.397307,-3.361459,6.224925,5.667076,-3.967192,5.808333,5.147533,-3.909731,5.741296,5.408502,-3.541024,6.066907,6.430826,Deer
-0.172383,2.528277,8.825027,1.082179,2.741361,8.992621,2.087744,2.504335,9.560047,2.578555,2.810793,8.607155,1.331176,2.856283,8.269572,1.053449,3.095703,8.485051,-1.795651,0.567426,12.945449,-1.623269,0.459687,13.091495,-1.340753,0.215478,12.703634,-1.45328,0.174777,11.556811,Elephant
-1.917756,3.04303,4.927267,-2.054225,2.442086,10.036493,-3.004723,3.981557,9.684546,-2.207454,4.096479,8.329428,-0.840365,-0.191536,13.132196,-1.740585,0.773327,8.228871,-1.09415,3.169923,10.307038,-4.120421,0.926556,9.459491,-3.603274,0.703895,7.007828,-0.136469,-1.819593,13.809755,Elephant
2.966416,2.166753,10.16578,1.656788,2.384625,9.540894,-0.921768,2.975993,8.183381,-1.73819,3.77805,9.464279,-1.273715,4.869806,8.47308,-1.221043,3.031059,7.335834,0.507571,2.75812,7.134721,-0.866701,3.308787,8.001422,-2.305616,3.957615,9.212888,-0.916979,3.632004,13.800179,Elephant
0.667982,1.357512,11.140221,-0.459687,2.784456,5.949591,-0.90022,3.44765,11.020511,-2.049437,3.900155,11.176133,-3.792415,0.533907,8.075643,-0.047884,2.015918,7.218518,0.486023,3.857059,8.78672,3.325546,4.886566,11.499351,1.529895,2.494758,5.609614,-0.792481,2.96881,7.206547,Elephant
-2.171541,4.175488,8.571242,-2.020706,4.563348,8.061277,-0.866701,2.394202,8.628703,-0.746991,1.42455,13.007698,-1.393425,3.423708,6.399701,-2.331953,2.56419,8.499416,0.787692,3.811569,11.563994,0.718261,3.569755,8.327033,-0.428562,0.802058,15.057135,0.670376,2.786851,8.566454,Elephant
-0.845153,2.870648,8.887277,1.960851,4.01747,10.216059,-1.127669,2.413355,7.939173,-1.493982,2.427721,6.727707,-2.25055,2.789245,12.145785,0.696713,3.361459,6.639122,3.026271,4.479551,12.126632,-0.28491,2.027889,7.723695,-5.355829,4.718972,5.260061,-1.280898,2.403779,8.652645,Elephant
1.84593,0.483629,16.78096,1.659182,0.201113,16.500837,2.892196,0.390255,14.305355,3.220201,0.332794,13.053187,2.248155,0.23942,11.894394,1.005565,0.85473,10.441113,0.09098,1.426944,9.076419,-0.744597,2.224213,8.073248,-1.240196,2.72939,7.194576,-1.659182,2.887407,6.840234,Elephant
1.407791,2.789245,7.163452,1.070208,2.619257,8.384495,0.263362,2.686294,10.108319,-0.916979,2.513912,11.224017,-2.212242,2.873042,11.099519,-2.511518,3.74932,9.751583,-1.441309,5.169082,7.541735,-0.885855,6.098032,4.979939,-1.309628,5.963956,5.097255,-1.637634,3.406949,9.560047,Elephant
1.244985,0.275333,9.770737,2.468422,2.497152,8.858546,1.077391,-0.677559,16.464926,-2.109292,2.23379,9.679757,-0.730232,1.326388,6.773197,-0.85473,3.490746,8.264784,-0.244209,2.861071,8.360553,2.451663,1.678335,9.169792,1.922544,3.691859,8.441956,0.505177,1.489193,9.210494,Elephant
-1.719037,-0.521936,6.579266,-1.932121,0.215478,8.066066,-0.562637,0.97444,8.001422,2.003947,0.921768,10.093954,2.044648,-1.163582,16.220716,-1.242591,-0.457293,9.876082,1.563414,0.957681,8.14268,1.517924,1.584962,8.415619,2.559402,2.576161,9.308656,-1.39582,0.588974,15.775395,Elephant
-0.390255,1.683124,10.910378,-0.3304,0.354342,12.531252,0.038307,-0.581791,14.812926,-0.011971,-0.670376,14.551958,-0.234632,-0.342371,10.972627,0.1652,0.548272,7.290344,0.593762,1.233014,5.944803,0.201113,0.936133,7.31668,-0.493206,0.794875,9.224859,-1.051055,0.988805,10.328587,Elephant
3.32794,-1.810017,14.647726,-1.120486,-0.502782,10.395624,-0.754174,1.632846,4.194642,0.150835,2.035071,10.548853,2.183512,1.125275,8.516175,1.355118,0.962469,5.307945,4.031836,0.328006,8.793902,1.33357,-2.896984,18.131289,-1.041478,-0.21069,12.349293,-0.316035,0.031125,6.818686,Elephant
-0.229843,3.679888,8.947132,2.346318,4.489128,8.784326,0.916979,4.666299,7.36217,0.423774,4.551377,7.536947,-0.672771,3.993528,6.818686,0.402226,4.07972,9.907207,0.454898,1.790863,10.496181,0.009577,2.051831,8.468291,1.216254,2.908955,8.078036,4.929661,4.522647,12.054806,Elephant
-1.690306,5.552154,7.182605,-2.310405,5.085284,7.862558,-2.319981,5.102044,7.558495,-2.322376,5.039794,7.175423,-2.499547,5.243302,7.867347,-1.905785,4.886566,8.616732,-1.666364,4.094085,9.244013,-1.697489,3.49314,10.156203,-1.716643,3.29921,10.515334,-1.831564,3.055001,10.297462,Elephant
-0.775721,4.412514,11.054029,-3.402161,2.597709,12.026075,-1.63524,3.004723,10.601525,-2.245761,3.136404,7.357382,1.209072,3.543418,9.952697,-0.011971,2.169147,12.11466,-1.285686,2.53546,9.900024,-1.685518,3.591303,7.963115,-0.952892,4.345476,10.158598,-1.103727,1.84593,12.540829,Elephant
-2.420538,7.278373,7.757214,-1.853112,4.132392,9.507375,1.668759,4.539406,10.663774,0.292093,4.876989,5.45878,-1.510741,4.450821,7.874529,0.23942,4.778827,10.390836,0.852336,1.376666,11.188105,-0.861913,2.588132,9.138668,-0.500388,4.350265,6.26802,-3.552995,6.833052,7.843405,Elephant
-0.950498,5.803545,5.671864,-0.902614,6.198588,6.078878,-2.930503,1.865083,7.364564,0.153229,3.131616,10.254366,-0.430956,4.788404,9.531317,-1.273715,5.568913,8.992621,2.001553,4.352659,6.998251,-0.739808,4.809951,7.833828,-1.699883,5.870583,7.831434,0.21069,6.423643,9.713276,Elephant
-2.102109,3.986346,10.498574,-1.58975,4.091691,9.756371,-0.995988,3.608062,8.700529,-0.560243,4.55856,8.482656,-0.191536,3.318364,7.240066,-0.622492,2.779668,12.876017,1.199495,4.249708,7.752425,1.565808,4.197036,8.731653,0.172383,4.594473,7.970297,-0.497994,6.500257,9.217676,Elephant
-1.752556,1.295263,10.122684,-0.811634,1.170765,9.753978,0.916979,-0.110133,12.531252,4.572925,-1.237802,6.627151,3.691859,-4.120421,0.995988,10.953473,-15.773001,2.161964,13.570335,-13.048399,-1.580173,7.673417,-6.55293,-3.857059,7.256825,-6.409278,2.319981,11.686098,-9.504981,3.651158,Elephant
-2.39899,1.900996,9.208099,-2.260126,1.697489,12.497733,2.164358,0.61531,9.579201,1.254562,0.454898,-0.095768,9.392453,-11.022904,-0.397437,20.705057,-13.141773,4.225766,8.863335,-6.251261,0.656011,7.431602,-5.609614,-0.651223,9.351752,-6.062119,2.339135,9.856929,-9.579201,1.75495,Elephant
1.92015,2.925714,9.320627,1.122881,1.30484,10.603919,1.244985,3.16274,7.383718,0.64404,1.927332,10.455479,2.791639,0.768539,12.737153,8.049306,2.047042,9.512163,3.294421,0.866701,2.027889,7.343017,-8.434772,-0.948104,14.240712,-13.177686,6.335058,12.014104,-6.91206,-1.525106,Elephant
-1.929727,0.950498,11.279084,0.804452,0.277727,9.634268,0.622492,-0.328006,4.522647,4.762067,-5.142745,3.845088,12.413936,-15.684415,4.786009,11.915942,-7.764396,1.252167,7.790732,-6.701371,1.84593,5.231331,-7.108385,4.546589,4.532224,-8.013393,6.38773,9.411607,-11.08276,2.212242,Elephant
-1.917756,1.098939,8.686164,-1.060631,-0.751779,10.127473,1.556231,-2.384625,3.883395,5.980716,-7.489063,8.690952,10.058042,-12.260707,3.519476,11.554418,-7.000646,0.126893,6.394913,-7.340622,4.125209,2.801216,-8.039729,5.121197,6.373365,-6.710948,2.020706,10.25676,-11.221623,5.638345,Elephant
-2.267309,0.543484,9.962274,-1.467646,1.572991,7.785944,0.708684,-0.90022,3.89776,8.303091,-9.035717,4.489128,10.105926,-13.699622,7.204153,10.515334,-7.943961,0.438139,7.443573,-6.368577,1.446098,5.729325,-7.184999,3.871424,6.428432,-7.347805,4.900931,6.842628,-11.358093,0.636858,Elephant
-1.695095,0.442927,9.172187,0.387861,-0.265756,8.588001,3.541024,-2.734178,2.03986,8.935161,-12.040441,6.105214,7.888895,-8.736442,4.34787,8.202535,-6.14831,2.837129,6.991069,-6.315904,4.55856,7.501034,-11.592725,5.169082,8.599973,-13.330915,3.270479,5.949591,-10.79785,5.849035,Elephant
2.789245,1.781286,10.058042,2.470816,1.577779,7.963115,2.829947,1.154005,9.016563,3.033453,1.175553,9.14585,3.608062,1.21386,9.603143,4.046201,0.488417,8.932767,3.457227,0.912191,8.511387,4.24492,0.739808,8.956709,3.751714,1.125275,9.090784,4.082114,0.967257,8.315063,Elephant
-0.476446,2.86586,10.060435,-0.129287,2.102109,9.835381,0.469264,0.469264,9.129091,2.336741,0.605733,10.800244,1.125275,0.536301,8.827422,2.533065,1.472434,9.931149,3.79481,2.772485,8.678981,1.316811,1.244985,10.623073,-0.464475,1.750161,7.965509,4.077325,1.273715,12.351686,Elephant
1.278504,-2.341529,11.75553,2.269703,-0.502782,7.867347,1.091756,-0.138864,9.267955,4.944026,-0.25618,12.576741,5.667076,1.759738,6.347029,5.446809,2.195483,10.903194,2.786851,-0.727837,12.061988,4.015076,1.817199,9.92636,2.111686,-0.385466,7.778761,2.784456,-0.351948,6.670246,Elephant
3.246537,1.252167,12.785037,1.024718,2.135628,7.965509,2.571373,0.299275,10.228029,4.601655,-0.423774,10.84334,6.615179,2.928109,6.727707,3.189077,1.407791,9.775525,0.876278,2.001553,7.043741,3.363853,2.794033,8.985439,6.174646,0.567426,12.741941,3.533842,0.682347,6.399701,Elephant
-1.455675,3.172317,7.321469,1.197101,4.297592,9.864111,3.181894,2.1883,9.440337,4.288015,3.514688,7.592013,1.963245,3.100491,7.52737,-0.629675,3.311181,7.750031,1.312023,4.055778,12.3876,3.65834,2.935291,8.975863,-0.605733,2.252944,6.344635,1.108515,2.451663,11.32218,Elephant
0.244209,3.497929,9.200917,-0.11971,3.797204,9.13388,-0.981623,3.734955,8.573636,-0.3304,3.940856,9.363723,-0.634463,4.223372,9.277532,0.509965,2.566584,9.92636,0.512359,2.633622,9.172187,-0.517148,2.384625,9.366117,1.414973,3.387795,9.49301,0.979228,3.8403,8.573636,Elephant
1.223437,2.767697,10.891224,0.186748,3.165135,9.801862,-0.636858,3.184288,8.611943,-0.435745,2.628834,8.14268,-0.270545,3.296816,10.192117,-1.010353,3.29921,8.236053,-0.282516,3.186682,9.64145,0.768539,2.839523,10.905589,-0.064643,2.013524,8.595184,-0.397437,1.271321,11.101913,Elephant
-3.586514,8.899248,2.798822,-1.031901,9.720459,2.082955,-1.855506,9.301474,2.252944,-2.351106,9.332599,2.061408,-2.442086,9.490616,1.30484,-2.624045,8.789114,2.949656,-3.921702,8.288726,3.751714,-7.319075,11.259931,3.768473,-1.553837,9.526528,0.426168,5.801151,6.471527,1.503559,Elephant
-2.276886,2.834735,7.149086,-3.433285,3.136404,9.263166,-2.887407,2.947262,9.92636,-2.698265,2.664747,8.678981,-2.466028,2.260126,6.955156,-2.375048,2.169147,6.59842,-2.568978,2.559402,7.046135,-2.480393,3.126827,8.255207,-2.377442,3.263297,8.690952,-2.267309,4.096479,7.793127,Elephant
-1.398214,2.140416,10.477027,0.842759,1.086968,12.11466,0.905008,2.111686,8.224083,1.244985,2.097321,8.350976,1.513135,1.537078,11.348516,0.916979,2.059013,10.125079,1.027112,2.521094,10.041282,1.407791,2.676718,9.655815,-1.256956,2.042254,8.602366,2.703054,0.964863,9.770737,Elephant
0.150835,0.821211,10.809821,1.465251,1.534683,8.839393,3.866636,1.070208,11.099519,5.355829,2.056619,9.490616,3.572149,1.745373,7.050924,4.321534,2.1883,9.481039,3.402161,2.434903,10.297462,0.294487,0.380678,8.695741,3.684676,0.423774,12.540829,3.16274,1.35033,6.363788,Elephant
2.506729,3.090914,11.21444,-0.143652,3.361459,6.548141,1.400608,2.920926,10.067618,4.084508,0.002394,12.337321,4.812346,1.23062,9.181764,2.504335,2.104503,8.202535,-1.898602,4.453215,8.774749,0.25618,2.523489,11.93749,3.136404,1.771709,13.723564,1.929727,2.975993,5.679047,Elephant
-1.987187,4.118027,6.550536,1.118092,1.386243,11.51611,1.249773,1.149217,6.004658,3.232172,0.603339,7.074866,-2.322376,-1.482011,16.182409,0.179565,1.211466,7.067683,-4.946421,1.101333,10.395624,0.847547,3.124433,10.070012,0.392649,1.242591,7.084443,0.648829,-0.04549,8.832211,Elephant
-0.35913,1.49877,5.181053,-0.840365,0.414197,12.052411,1.625663,0.931344,11.556811,4.256891,0.09098,9.107543,4.48434,1.007959,5.920861,2.621651,2.020706,10.141838,3.064578,2.542642,9.222465,2.583344,3.083732,9.43076,1.206678,0.35913,12.124237,1.865083,0.536301,6.512228,Elephant
-1.711854,-1.443704,5.638345,3.323152,-6.40449,1.398214,10.783484,-19.946095,4.175488,11.839328,-9.244013,0.189142,3.397372,-7.793127,3.239355,3.952827,-7.323863,3.050213,10.048465,-11.374852,4.357447,5.252879,-12.404359,3.354277,6.576872,-8.482656,4.460398,-3.971981,-9.928755,-2.834735,Elephant
2.329558,1.584962,2.710236,8.008605,-6.890512,2.214637,10.431537,-12.37084,8.413225,13.050794,-8.082825,1.271321,8.571242,-6.76362,3.306392,8.554482,-7.460332,5.109226,9.593566,-13.402741,5.564125,3.244143,-10.419566,3.976769,-0.59855,-9.768343,0.531513,7.73806,-11.815386,4.053383,Elephant
0.814029,3.608062,8.176199,1.211466,1.211466,9.993398,0.225055,-2.475605,1.235408,10.893618,-11.513716,7.76679,12.761095,-8.559271,2.329558,3.507505,-11.188105,2.001553,1.628057,-9.423578,2.015918,6.794744,-7.505822,1.915361,5.947197,-8.446744,2.193089,7.596802,-4.874595,-0.802058,Elephant
-0.143652,2.327164,5.837064,1.134852,-0.840365,12.349293,2.200271,-0.342371,13.776237,1.594538,-0.323217,11.212047,2.662352,-2.604892,3.174711,7.16824,-12.789825,-0.577003,13.740324,-11.724405,-4.563348,6.251261,-7.364564,-3.514688,9.478644,-6.16507,-0.960075,8.463503,-6.366182,2.391808,Elephant
1.551443,3.576937,8.101978,0.641646,4.012682,9.157822,-0.78051,2.303222,8.559271,3.62961,-5.736507,1.204283,8.813056,-19.443312,0.969652,16.452953,-7.194576,-5.370194,8.935161,-10.752359,4.498705,13.192051,-15.756242,5.276821,0.3304,-17.834408,4.211401,0.509965,-9.303867,-0.466869,Elephant
1.534683,1.690306,12.840104,2.372654,1.482011,1.821988,5.190629,-7.175423,-0.148441,12.145785,-15.442601,12.533646,11.197681,-7.682993,2.442086,8.686164,-5.822699,6.162675,11.243171,-7.788338,1.347936,12.033257,-18.033127,2.973598,3.280056,-13.232753,4.187459,-0.407014,-4.982334,0.064643,Elephant
6.026206,2.185906,7.254431,3.050213,0.069432,5.779603,5.942409,-8.339005,2.389413,23.781605,-13.479356,2.501941,4.060566,-9.272743,12.174516,11.523293,-10.488997,-5.710171,12.907142,-19.206285,5.341464,-1.491588,-9.950302,2.032677,-2.39899,-7.718906,-0.962469,7.151481,-12.303802,-4.000711,Elephant
0.474052,2.94008,8.183381,3.002329,3.442862,9.14585,2.880225,3.689465,7.110779,0.653617,4.570531,6.641516,-0.138864,2.226608,8.717288,-5.544971,9.572019,10.481815,-1.54426,1.814805,10.96305,-0.483629,2.032677,7.905654,2.916138,1.692701,9.476251,1.58975,0.76375,9.14585,Elephant
-1.759738,2.025495,7.718906,0.555455,-0.744597,9.552865,1.312023,-7.639898,6.485892,9.232041,-12.557588,6.794744,11.030087,-11.631032,-1.458069,4.096479,-8.497022,3.385401,6.426037,-9.423578,4.704607,5.877765,-10.807426,-1.431733,4.386178,-7.781156,-2.688689,3.308787,-3.895366,-0.296881,Elephant
4.209007,3.394978,8.046912,1.496376,3.579332,7.553706,-2.434903,4.357447,8.671799,-1.312023,3.421314,10.026917,-0.691924,-1.972822,13.702016,4.651934,-3.050213,7.323863,7.560889,-2.219425,7.153875,8.66701,-1.467646,4.817134,6.402095,-4.793192,-0.675165,3.835511,-14.295778,1.441309,Elephant
-2.341529,0.536301,9.785102,-1.460463,1.288081,11.379641,-8.188169,0.943315,38.383842,-0.117316,-1.034295,-0.232238,-0.124498,-0.972046,0.016759,-0.129287,-0.933739,-0.064643,-0.141258,-0.94571,-0.201113,-14.688427,-45.508987,-37.545872,-0.770933,-0.665588,0.016759,-3.174711,-2.243367,0.969652,Wild_Boar
0.112527,0.148441,9.684546,-0.052672,0.131681,9.677363,0.52433,-0.107739,11.008539,-11.59033,-2.212242,6.651093,-35.01041,-15.583858,8.540117,-0.308852,-4.225766,-0.04549,-0.667982,-3.114856,-0.062249,-1.503559,-3.962404,-0.153229,-0.526724,-4.125209,0.110133,-2.116474,-4.857835,4.836287,Wild_Boar
2.422932,-1.431733,11.145009,6.904878,1.388637,20.894197,-2.145205,-2.547431,6.112397,-0.169988,-0.35913,-0.019154,-0.148441,-0.3304,0.026336,-0.160412,-0.244209,-0.031125,-0.100556,-2.810793,-0.019154,0.11971,-2.281674,0.031125,13.529634,-14.094666,3.991134,0.280122,-0.550666,0.3304,Wild_Boar
0.076614,-0.107739,9.794679,-0.043096,-0.081403,9.765948,0.301669,-0.014365,9.660604,-3.505111,-3.100491,10.417171,-9.344569,-3.473987,-0.871489,-39.889793,-9.892841,-2.257732,-2.880225,-12.090718,-0.114922,-2.82037,-12.090718,-0.114922,-2.712631,-12.018892,-0.134075,5.291186,8.188169,-0.265756,Wild_Boar
0.766145,1.182736,9.703699,1.510741,-1.103727,9.909601,3.270479,0.402226,8.686164,2.612074,-1.750161,9.931149,1.546654,0.201113,9.904813,15.603012,-7.089231,59.187061,-9.301474,-19.948488,0.067038,1.137246,-19.632454,0.397437,-7.252037,-21.198261,0.493206,1.608904,-16.369158,0.435745,Wild_Boar
-0.976834,2.671929,9.497798,1.374272,-0.052672,9.698911,2.138022,-1.211466,12.964602,0.811634,0.131681,8.937555,1.041478,0.538695,8.65025,1.091756,1.125275,8.50181,1.39582,1.642422,8.283937,1.817199,1.922544,7.809886,2.049437,2.116474,7.422025,2.111686,2.451663,7.156269,Wild_Boar
