time,weathercode,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,sunrise,sunset,precipitation_sum,rain_sum,precipitation_hours,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,Humidity %,moisture0,moisture1,moisture2,latitude,longitude,elevation,country,city
1/1/2018,51,30.9,23,26.5,35.2,26.9,30.7,2018-01-01T00:52,2018-01-01T12:35,0.1,0.1,1,10,23.8,316,44.3,0.7,0.64,0.73,7,79.899994,16,Sri Lanka,Colombo
1/2/2018,51,30.7,23,27,35.5,27,31.1,2018-01-02T00:52,2018-01-02T12:36,0.4,0.4,2,9.2,25.9,252,44,0.7,0.64,0.71,7,79.899994,16,Sri Lanka,Colombo
1/3/2018,2,31.3,23.1,27.3,35,26.2,30.9,2018-01-03T00:53,2018-01-03T12:36,0,0,0,11,27.7,348,43.8,0.69,0.63,0.7,7,79.899994,16,Sri Lanka,Colombo
1/4/2018,2,32,22.7,27.2,35.3,24.9,29.3,2018-01-04T00:53,2018-01-04T12:37,0,0,0,11.4,28.8,9,52,0.69,0.63,0.7,7,79.899994,16,Sri Lanka,Colombo
1/5/2018,1,30.2,22,25.8,31,22.3,26.5,2018-01-05T00:53,2018-01-05T12:37,0,0,0,17,36.4,15,58.3,0.69,0.62,0.69,7,79.899994,16,Sri Lanka,Colombo
1/6/2018,1,30.3,21.3,25.7,31.2,21.9,26.2,2018-01-06T00:54,2018-01-06T12:38,0,0,0,15.5,33.5,15,58.7,0.68,0.62,0.69,7,79.899994,16,Sri Lanka,Colombo
1/7/2018,1,29.9,20.7,25.4,30.5,21.4,25.8,2018-01-07T00:54,2018-01-07T12:38,0,0,0,20.5,41.8,9,59.2,0.69,0.62,0.69,7,79.899994,16,Sri Lanka,Colombo
1/8/2018,1,31.1,20.7,26.2,34.2,21.9,28.1,2018-01-08T00:54,2018-01-08T12:39,0,0,0,11.3,24.1,21,49.9,0.69,0.62,0.68,7,79.899994,16,Sri Lanka,Colombo
1/9/2018,2,30.7,22.1,26.3,34.7,24.4,29.2,2018-01-09T00:55,2018-01-09T12:39,0,0,0,13.7,25.9,0,49.8,0.68,0.62,0.68,7,79.899994,16,Sri Lanka,Colombo
1/10/2018,51,30.9,23.1,26.9,36.2,27.3,31.3,2018-01-10T00:55,2018-01-10T12:40,0.7,0.7,4,6.3,19.8,154,38.2,0.68,0.62,0.68,7,79.899994,16,Sri Lanka,Colombo
1/11/2018,51,31,23.5,27.1,35.5,28,31.6,2018-01-11T00:55,2018-01-11T12:40,0.4,0.4,2,6.5,22.7,61,37.9,0.68,0.62,0.67,7,79.899994,16,Sri Lanka,Colombo
1/12/2018,61,31,23.4,26.7,36.7,28.1,31.6,2018-01-12T00:56,2018-01-12T12:41,4.5,4.5,6,10.3,23.8,197,40,0.68,0.62,0.67,7,79.899994,16,Sri Lanka,Colombo
1/13/2018,63,30.6,23.8,26.2,37,28.6,31.4,2018-01-13T00:56,2018-01-13T12:41,7.3,7.3,6,8,27,166,36.2,0.68,0.62,0.68,7,79.899994,16,Sri Lanka,Colombo
1/14/2018,55,31.4,23.2,26.8,37.2,26.6,31.3,2018-01-14T00:56,2018-01-14T12:42,2.2,2.2,4,8.7,26.3,37,38.9,0.68,0.62,0.68,7,79.899994,16,Sri Lanka,Colombo
1/15/2018,1,31.6,22.5,26.8,35.3,25.3,29.6,2018-01-15T00:57,2018-01-15T12:42,0,0,0,10,26.3,21,48.3,0.68,0.62,0.68,7,79.899994,16,Sri Lanka,Colombo
1/16/2018,1,32,22.4,26.9,36,24.6,29.6,2018-01-16T00:57,2018-01-16T12:43,0,0,0,10.7,25.9,22,46.3,0.68,0.62,0.68,7,79.899994,16,Sri Lanka,Colombo
1/17/2018,1,31.6,21.6,26.4,32.8,22.9,27.6,2018-01-17T00:57,2018-01-17T12:43,0,0,0,18.8,39.6,11,59.3,0.68,0.62,0.68,7,79.899994,16,Sri Lanka,Colombo
1/18/2018,1,31.5,21.3,26.3,32.2,22.3,27.4,2018-01-18T00:57,2018-01-18T12:44,0,0,0,16.5,36,14,55.9,0.68,0.62,0.68,7,79.899994,16,Sri Lanka,Colombo
1/19/2018,3,31.7,22.2,26.5,34.8,23.5,28.2,2018-01-19T00:58,2018-01-19T12:44,0,0,0,12.6,27.4,15,52.8,0.68,0.62,0.68,7,79.899994,16,Sri Lanka,Colombo
1/20/2018,1,31.4,22.1,26.5,34,23.6,28.1,2018-01-20T00:58,2018-01-20T12:44,0,0,0,13,31.3,3,55,0.68,0.62,0.68,7,79.899994,16,Sri Lanka,Colombo
1/21/2018,1,31.6,22.4,26.8,34.4,24.1,28.9,2018-01-21T00:58,2018-01-21T12:45,0,0,0,11.5,27.4,360,51.4,0.68,0.62,0.68,7,79.899994,16,Sri Lanka,Colombo
1/22/2018,3,30.6,22.7,26.4,33.9,25.3,29.7,2018-01-22T00:58,2018-01-22T12:45,0,0,0,12,25.6,315,39.5,0.68,0.62,0.68,7,79.899994,16,Sri Lanka,Colombo
1/23/2018,3,31.7,22.8,26.8,35.7,26.6,30.4,2018-01-23T00:58,2018-01-23T12:46,0,0,0,11.3,26.6,318,45.6,0.68,0.62,0.68,7,79.899994,16,Sri Lanka,Colombo
1/24/2018,1,32.1,22.3,27.2,34.5,24.9,29.6,2018-01-24T00:58,2018-01-24T12:46,0,0,0,16.9,36.7,356,56.7,0.68,0.63,0.68,7,79.899994,16,Sri Lanka,Colombo
1/25/2018,2,33,21.6,27.6,35.1,24.2,29.9,2018-01-25T00:58,2018-01-25T12:46,0,0,0,15.7,34.6,6,55.5,0.68,0.63,0.69,7,79.899994,16,Sri Lanka,Colombo
1/26/2018,2,32.3,22.2,27.5,34.4,24.8,29.7,2018-01-26T00:58,2018-01-26T12:47,0,0,0,14.3,33.5,360,54.7,0.68,0.63,0.69,7,79.899994,16,Sri Lanka,Colombo
1/27/2018,2,31.8,23.3,27.6,33.4,26.4,29.5,2018-01-27T00:59,2018-01-27T12:47,0,0,0,17.5,37.8,4,55.9,0.68,0.63,0.69,7,79.899994,16,Sri Lanka,Colombo
1/28/2018,2,29.3,23.4,26.2,30.2,25.6,27.4,2018-01-28T00:59,2018-01-28T12:47,0,0,0,20.2,41.4,3,47,0.68,0.63,0.69,7,79.899994,16,Sri Lanka,Colombo
1/29/2018,3,32.4,23.4,27.7,36.1,25.4,30.8,2018-01-29T00:59,2018-01-29T12:48,0,0,0,13.7,25.2,13,43.9,0.68,0.63,0.69,7,79.899994,16,Sri Lanka,Colombo
1/30/2018,53,31.6,24.8,27.8,35.4,27.7,31.7,2018-01-30T00:59,2018-01-30T12:48,3,3,9,13.9,32,25,28.9,0.68,0.63,0.69,7,79.899994,16,Sri Lanka,Colombo
1/31/2018,61,30.7,23.3,26.2,34.4,25.8,29.2,2018-01-31T00:59,2018-01-31T12:48,6.8,6.8,11,14,28.8,12,33.1,0.68,0.63,0.69,7,79.899994,16,Sri Lanka,Colombo
2/1/2018,55,33,23.3,27.6,36.9,25.9,31.2,2018-02-01T00:59,2018-02-01T12:49,1,1,1,12.6,26.3,31,45.2,0.68,0.63,0.69,7,79.899994,16,Sri Lanka,Colombo
2/2/2018,51,31.6,23.3,27.4,35.4,25.9,30.6,2018-02-02T00:59,2018-02-02T12:49,0.2,0.2,2,9.1,20.5,0,40.1,0.68,0.63,0.69,7,79.899994,16,Sri Lanka,Colombo
2/3/2018,51,32.8,23.4,27.8,36.6,25.4,30.8,2018-02-03T00:59,2018-02-03T12:49,0.2,0.2,1,10.7,25.9,6,47.9,0.68,0.64,0.7,7,79.899994,16,Sri Lanka,Colombo
2/4/2018,61,28.3,23.6,25.6,31.7,25.7,29.1,2018-02-04T00:59,2018-02-04T12:49,8.5,8.5,13,9.7,31,19,24.1,0.68,0.64,0.7,7,79.899994,16,Sri Lanka,Colombo
2/5/2018,63,32.3,23.4,27,38.1,26.8,31.6,2018-02-05T00:58,2018-02-05T12:50,5.6,5.6,4,9.8,24.8,43,44.6,0.68,0.64,0.7,7,79.899994,16,Sri Lanka,Colombo
2/6/2018,61,32,23.3,26.7,38.4,27.7,31.5,2018-02-06T00:58,2018-02-06T12:50,4.5,4.5,8,10.5,23.4,44,43.7,0.69,0.64,0.7,7,79.899994,16,Sri Lanka,Colombo
2/7/2018,55,30.7,23.1,26.3,36.8,27.9,31.2,2018-02-07T00:58,2018-02-07T12:50,6.4,6.4,14,10.5,25.2,112,42,0.68,0.64,0.7,7,79.899994,16,Sri Lanka,Colombo
2/8/2018,63,30.8,23.9,26.7,37.2,28.8,31.6,2018-02-08T00:58,2018-02-08T12:50,4.4,4.4,5,8.7,27.7,207,42.2,0.68,0.64,0.7,7,79.899994,16,Sri Lanka,Colombo
2/9/2018,51,31.4,23.5,27,36.5,28.1,32.1,2018-02-09T00:58,2018-02-09T12:50,1,1,5,9.3,21.2,197,44,0.68,0.64,0.7,7,79.899994,16,Sri Lanka,Colombo
2/10/2018,51,30.9,23.5,27,36.3,28.7,31.9,2018-02-10T00:58,2018-02-10T12:51,0.6,0.6,3,8.2,21.2,205,41.1,0.68,0.64,0.7,7,79.899994,16,Sri Lanka,Colombo
2/11/2018,51,30.8,23.2,27.2,37.1,27.9,32.5,2018-02-11T00:58,2018-02-11T12:51,0.6,0.6,5,9.7,24.1,278,46.9,0.68,0.64,0.7,7,79.899994,16,Sri Lanka,Colombo
2/12/2018,53,32.7,24.1,27.9,37.4,28.8,32.2,2018-02-12T00:58,2018-02-12T12:51,0.9,0.9,2,7.4,19.8,31,43.8,0.68,0.64,0.71,7,79.899994,16,Sri Lanka,Colombo
2/13/2018,51,33.3,23.9,28,36.6,27.3,31.6,2018-02-13T00:57,2018-02-13T12:51,0.4,0.4,4,10.1,25.9,40,45.9,0.68,0.64,0.71,7,79.899994,16,Sri Lanka,Colombo
2/14/2018,2,33.4,23.5,28.1,38.5,26.8,31.8,2018-02-14T00:57,2018-02-14T12:51,0,0,0,9.5,22.7,18,51.6,0.68,0.65,0.71,7,79.899994,16,Sri Lanka,Colombo
2/15/2018,51,33.9,24.7,28.7,39.1,28.5,32.6,2018-02-15T00:57,2018-02-15T12:51,0.1,0.1,1,10.9,25.2,48,49.1,0.68,0.65,0.71,7,79.899994,16,Sri Lanka,Colombo
2/16/2018,3,33.6,24.4,29,38.8,27.1,32.4,2018-02-16T00:57,2018-02-16T12:52,0,0,0,9.5,27.7,37,49.9,0.68,0.65,0.71,7,79.899994,16,Sri Lanka,Colombo
2/17/2018,2,34.4,23,28.4,36.5,26.3,30.7,2018-02-17T00:57,2018-02-17T12:52,0,0,0,10.1,29.2,359,57.5,0.68,0.65,0.71,7,79.899994,16,Sri Lanka,Colombo
2/18/2018,3,32.6,22.8,27.6,35.2,25.8,30.5,2018-02-18T00:56,2018-02-18T12:52,0,0,0,13.8,31.3,262,50.1,0.68,0.65,0.71,7,79.899994,16,Sri Lanka,Colombo
2/19/2018,2,33.5,23.2,28.1,36.1,24.3,30.4,2018-02-19T00:56,2018-02-19T12:52,0,0,0,12.6,29.5,331,51.5,0.68,0.65,0.71,7,79.899994,16,Sri Lanka,Colombo
2/20/2018,2,34,22.9,27.6,35.5,23.8,29.3,2018-02-20T00:56,2018-02-20T12:52,0,0,0,14.3,32,327,51.3,0.68,0.65,0.71,7,79.899994,16,Sri Lanka,Colombo
2/21/2018,1,32.6,22.8,27,35.6,25.3,30.1,2018-02-21T00:56,2018-02-21T12:52,0,0,0,15.2,33.1,300,51.8,0.68,0.65,0.71,7,79.899994,16,Sri Lanka,Colombo
2/22/2018,1,32.6,22.9,27.5,35.7,26.1,30.9,2018-02-22T00:55,2018-02-22T12:52,0,0,0,12.4,29.2,302,51.1,0.68,0.65,0.71,7,79.899994,16,Sri Lanka,Colombo
2/23/2018,2,33.6,22.6,28.2,36,26.6,31.8,2018-02-23T00:55,2018-02-23T12:52,0,0,0,13.5,30.6,292,52.6,0.68,0.65,0.71,7,79.899994,16,Sri Lanka,Colombo
2/24/2018,3,35.1,24.3,29.6,39.7,28.2,33.5,2018-02-24T00:55,2018-02-24T12:52,0,0,0,10,26.6,315,52.7,0.68,0.65,0.71,7,79.899994,16,Sri Lanka,Colombo
2/25/2018,63,33.8,25.4,28.3,38.4,29.2,32.4,2018-02-25T00:54,2018-02-25T12:52,15.3,15.3,9,11.1,29.2,38,39.7,0.68,0.65,0.71,7,79.899994,16,Sri Lanka,Colombo
2/26/2018,65,33.4,24.4,27.5,38.8,29.1,32.4,2018-02-26T00:54,2018-02-26T12:52,16.8,16.8,7,7.3,31.3,61,44.8,0.67,0.65,0.71,7,79.899994,16,Sri Lanka,Colombo
2/27/2018,63,32.4,24,26.9,37.8,28.9,32,2018-02-27T00:53,2018-02-27T12:52,19.9,19.9,8,12,29.9,254,41.9,0.68,0.65,0.71,7,79.899994,16,Sri Lanka,Colombo
2/28/2018,63,32,24.4,26.9,38.7,29.2,32.4,2018-02-28T00:53,2018-02-28T12:52,13.2,13.2,8,10.6,25.9,316,46.3,0.68,0.65,0.71,7,79.899994,16,Sri Lanka,Colombo
3/1/2018,63,31.7,24.2,27.7,38.3,29.5,33.1,2018-03-01T00:53,2018-03-01T12:52,4.3,4.3,5,9.2,24.5,231,45.3,0.68,0.65,0.71,7,79.899994,16,Sri Lanka,Colombo
3/2/2018,61,32.7,24.5,27.6,39.1,30,33.1,2018-03-02T00:52,2018-03-02T12:52,4.4,4.4,6,9.8,24.8,183,45.6,0.68,0.65,0.72,7,79.899994,16,Sri Lanka,Colombo
3/3/2018,63,31.5,24,26.9,38.8,28.9,32.5,2018-03-03T00:52,2018-03-03T12:52,17.7,17.7,17,13.3,33.1,145,43,0.69,0.65,0.72,7,79.899994,16,Sri Lanka,Colombo
3/4/2018,55,30.5,23.8,26.7,36.8,28.7,31.8,2018-03-04T00:52,2018-03-04T12:52,5.5,5.5,10,10.8,23.4,168,42.4,0.68,0.66,0.72,7,79.899994,16,Sri Lanka,Colombo
3/5/2018,53,31.3,24.5,27.5,37.5,29.7,32.9,2018-03-05T00:51,2018-03-05T12:52,1.2,1.2,5,9.2,25.6,315,44.9,0.69,0.66,0.72,7,79.899994,16,Sri Lanka,Colombo
3/6/2018,51,31,24.4,27.6,36.8,29.9,33.1,2018-03-06T00:51,2018-03-06T12:52,2,2,9,10.1,23,241,44.6,0.69,0.66,0.72,7,79.899994,16,Sri Lanka,Colombo
3/7/2018,3,31.2,24.5,27.5,36.5,29.4,32.4,2018-03-07T00:50,2018-03-07T12:52,0,0,0,9.3,23,254,44.2,0.68,0.66,0.72,7,79.899994,16,Sri Lanka,Colombo
3/8/2018,63,31.8,24,27.4,38,29.1,32.7,2018-03-08T00:50,2018-03-08T12:52,5.6,5.6,8,8,24.8,172,38.6,0.69,0.66,0.72,7,79.899994,16,Sri Lanka,Colombo
3/9/2018,63,30.3,25,27.1,35.7,29.2,32,2018-03-09T00:50,2018-03-09T12:52,6.1,6.1,7,8.1,19.8,78,30.4,0.69,0.66,0.72,7,79.899994,16,Sri Lanka,Colombo
3/10/2018,65,31,24.4,26.8,37.3,28.9,31.9,2018-03-10T00:49,2018-03-10T12:52,17.6,17.6,10,6.6,25.6,63,31.5,0.69,0.66,0.72,7,79.899994,16,Sri Lanka,Colombo
3/11/2018,53,30.4,24.4,26.9,35,29.1,31.8,2018-03-11T00:49,2018-03-11T12:52,4,4,13,8.2,25.9,159,23.4,0.69,0.66,0.72,7,79.899994,16,Sri Lanka,Colombo
3/12/2018,61,28.3,23.9,26,33.7,29,31.2,2018-03-12T00:48,2018-03-12T12:52,7.9,7.9,21,7.6,23.4,143,20.4,0.69,0.66,0.72,7,79.899994,16,Sri Lanka,Colombo
3/13/2018,63,30.3,24,26.5,36.1,29,32,2018-03-13T00:48,2018-03-13T12:52,4.3,4.3,6,13,38.5,125,34.5,0.69,0.66,0.72,7,79.899994,16,Sri Lanka,Colombo
3/14/2018,61,31.1,24.3,27.2,38.2,29.5,32.8,2018-03-14T00:47,2018-03-14T12:52,3.2,3.2,3,13.7,29.5,167,44.4,0.69,0.66,0.72,7,79.899994,16,Sri Lanka,Colombo
3/15/2018,53,31.6,24.6,27.7,39.3,29.7,33.6,2018-03-15T00:47,2018-03-15T12:51,1,1,4,8.3,22.3,118,50,0.68,0.66,0.72,7,79.899994,16,Sri Lanka,Colombo
3/16/2018,61,30.5,24.5,27.4,37.9,29.9,33.3,2018-03-16T00:46,2018-03-16T12:51,2.8,2.8,6,8.2,24.8,177,43.5,0.68,0.66,0.72,7,79.899994,16,Sri Lanka,Colombo
3/17/2018,61,31,24.8,27.1,39.6,30.1,33.2,2018-03-17T00:46,2018-03-17T12:51,5.2,5.2,9,7.9,25.2,168,42.5,0.69,0.66,0.72,7,79.899994,16,Sri Lanka,Colombo
3/18/2018,55,30.9,24.6,27.2,38.3,29.8,33.2,2018-03-18T00:45,2018-03-18T12:51,2.9,2.9,6,8,23.8,204,47.5,0.69,0.66,0.72,7,79.899994,16,Sri Lanka,Colombo
3/19/2018,55,31.1,24.1,27.3,38,29.1,33,2018-03-19T00:45,2018-03-19T12:51,2.9,2.9,8,9.9,22.3,195,46.7,0.69,0.66,0.72,7,79.899994,16,Sri Lanka,Colombo
3/20/2018,3,31.7,24.5,27.9,38.9,29.9,33.5,2018-03-20T00:44,2018-03-20T12:51,0,0,0,11.7,24.8,224,49.2,0.69,0.66,0.72,7,79.899994,16,Sri Lanka,Colombo
3/21/2018,51,30.2,26,27.6,36.5,31.4,33.2,2018-03-21T00:44,2018-03-21T12:51,2.3,2.3,8,14.4,30.6,262,42.9,0.68,0.66,0.72,7,79.899994,16,Sri Lanka,Colombo
3/22/2018,51,31,25,27.8,36.5,30.5,33.1,2018-03-22T00:43,2018-03-22T12:51,1.4,1.4,6,15.2,30.2,275,46.8,0.69,0.66,0.72,7,79.899994,16,Sri Lanka,Colombo
3/23/2018,51,30.9,25.2,27.6,36.8,30.5,33,2018-03-23T00:43,2018-03-23T12:51,1.7,1.7,10,15.3,31,256,44.6,0.69,0.66,0.72,7,79.899994,16,Sri Lanka,Colombo
3/24/2018,2,31.1,24.9,27.6,37.8,29.5,33,2018-03-24T00:42,2018-03-24T12:51,0,0,0,11.8,25.2,171,47.4,0.69,0.66,0.72,7,79.899994,16,Sri Lanka,Colombo
3/25/2018,51,31.1,24.2,27.7,37.5,28.7,32.8,2018-03-25T00:42,2018-03-25T12:50,0.2,0.2,1,8.8,18.7,201,49,0.68,0.66,0.73,7,79.899994,16,Sri Lanka,Colombo
3/26/2018,65,32.4,24.2,27,39.5,29.2,32.3,2018-03-26T00:41,2018-03-26T12:50,28.9,28.9,6,11.3,28.4,124,41,0.68,0.66,0.72,7,79.899994,16,Sri Lanka,Colombo
3/27/2018,63,30.7,24.3,26.9,39.1,28.9,32.3,2018-03-27T00:41,2018-03-27T12:50,8,8,7,11.2,30.6,81,45.1,0.69,0.66,0.72,7,79.899994,16,Sri Lanka,Colombo
3/28/2018,1,30.7,24,27.7,38.2,28.6,33.4,2018-03-28T00:40,2018-03-28T12:50,0,0,0,8.6,23.4,182,49.4,0.69,0.66,0.72,7,79.899994,16,Sri Lanka,Colombo
3/29/2018,51,30.9,25.4,27.7,39,30.8,33.8,2018-03-29T00:40,2018-03-29T12:50,0.9,0.9,4,10.1,24.5,207,45.2,0.69,0.66,0.72,7,79.899994,16,Sri Lanka,Colombo
3/30/2018,2,31.1,25.2,27.9,37.6,30.8,33.5,2018-03-30T00:40,2018-03-30T12:50,0,0,0,12.1,28.1,222,47.7,0.68,0.66,0.72,7,79.899994,16,Sri Lanka,Colombo
3/31/2018,53,30.1,25.3,27.2,36.4,30.7,32.8,2018-03-31T00:39,2018-03-31T12:50,2.1,2.1,7,15.4,32.4,219,40.6,0.68,0.66,0.72,7,79.899994,16,Sri Lanka,Colombo
4/1/2018,61,30.4,25.2,27.2,38.4,30.5,32.9,2018-04-01T00:39,2018-04-01T12:50,3.8,3.8,6,12,29.9,180,43.1,0.68,0.66,0.72,7,79.899994,16,Sri Lanka,Colombo
4/2/2018,51,30.4,24.9,27.1,38.3,30.3,33,2018-04-02T00:38,2018-04-02T12:50,0.9,0.9,4,11.4,31.3,207,44.7,0.68,0.66,0.73,7,79.899994,16,Sri Lanka,Colombo
4/3/2018,51,30.9,24.5,27.7,38,29.8,33.3,2018-04-03T00:38,2018-04-03T12:49,1.3,1.3,7,12.6,27.4,272,46.5,0.68,0.66,0.73,7,79.899994,16,Sri Lanka,Colombo
4/4/2018,51,31.7,24.3,28.1,38.4,29.2,33.6,2018-04-04T00:37,2018-04-04T12:49,0.1,0.1,1,8.7,23,180,49.2,0.68,0.66,0.73,7,79.899994,16,Sri Lanka,Colombo
4/5/2018,51,31,25,27.7,38.7,30.4,33.2,2018-04-05T00:37,2018-04-05T12:49,0.7,0.7,2,10.8,26.3,169,45.3,0.68,0.66,0.73,7,79.899994,16,Sri Lanka,Colombo
4/6/2018,63,30.7,24.8,27.1,37.2,29.5,32.2,2018-04-06T00:36,2018-04-06T12:49,7.2,7.2,12,11,28.1,163,41.4,0.68,0.66,0.73,7,79.899994,16,Sri Lanka,Colombo
4/7/2018,63,31.1,24.4,26.8,38.9,29.7,32.7,2018-04-07T00:36,2018-04-07T12:49,7.3,7.3,6,8.3,24.8,147,45.9,0.69,0.66,0.73,7,79.899994,16,Sri Lanka,Colombo
4/8/2018,61,31.3,24.4,27.4,38.8,29.8,33.3,2018-04-08T00:35,2018-04-08T12:49,3.3,3.3,6,6.5,22.7,129,46.5,0.69,0.66,0.73,7,79.899994,16,Sri Lanka,Colombo
4/9/2018,63,31.2,24.6,27.3,38.4,29.9,33.1,2018-04-09T00:35,2018-04-09T12:49,4.4,4.4,6,11.3,27.7,72,41.9,0.68,0.66,0.73,7,79.899994,16,Sri Lanka,Colombo
4/10/2018,61,32,24.3,27.8,39.3,29.6,33.7,2018-04-10T00:34,2018-04-10T12:49,4.3,4.3,6,8.4,24.1,155,48.2,0.68,0.66,0.73,7,79.899994,16,Sri Lanka,Colombo
4/11/2018,65,30.7,24.4,26.9,37.5,29.3,32.4,2018-04-11T00:34,2018-04-11T12:49,22.3,22.3,15,13,26.6,221,38.7,0.68,0.66,0.73,7,79.899994,16,Sri Lanka,Colombo
4/12/2018,63,31,24.3,26.9,38.2,29.5,32.5,2018-04-12T00:33,2018-04-12T12:49,19.5,19.5,15,12.3,24.5,178,41.5,0.68,0.66,0.73,7,79.899994,16,Sri Lanka,Colombo
4/13/2018,63,29.9,24.8,26.3,36.7,29.9,31.9,2018-04-13T00:33,2018-04-13T12:49,22.2,22.2,13,9,26.6,168,29.5,0.68,0.66,0.73,7,79.899994,16,Sri Lanka,Colombo
4/14/2018,63,31.3,24.8,26.8,39.7,29.9,32.5,2018-04-14T00:32,2018-04-14T12:48,9.4,9.4,10,9.8,24.8,143,38.5,0.68,0.67,0.73,7,79.899994,16,Sri Lanka,Colombo
4/15/2018,63,30.8,24.9,27.3,37.6,29.9,33,2018-04-15T00:32,2018-04-15T12:48,6,6,3,8.7,23,143,34.4,0.68,0.66,0.73,7,79.899994,16,Sri Lanka,Colombo
4/16/2018,63,31.3,24.6,27.3,39,29.8,32.9,2018-04-16T00:32,2018-04-16T12:48,6.3,6.3,5,10.6,21.2,143,41.8,0.67,0.67,0.73,7,79.899994,16,Sri Lanka,Colombo
4/17/2018,63,31.4,24.4,27.2,39.2,29.5,33.2,2018-04-17T00:31,2018-04-17T12:48,7.2,7.2,6,5.8,22.3,43,45.7,0.68,0.66,0.73,7,79.899994,16,Sri Lanka,Colombo
4/18/2018,63,30.2,24.7,26.7,36.9,30,32.4,2018-04-18T00:31,2018-04-18T12:48,11.9,11.9,15,9.9,23.8,176,34.5,0.67,0.67,0.73,7,79.899994,16,Sri Lanka,Colombo
4/19/2018,61,31,24.7,27.6,38.8,30.3,33.6,2018-04-19T00:30,2018-04-19T12:48,2.5,2.5,6,8.9,24.5,200,43.7,0.67,0.67,0.73,7,79.899994,16,Sri Lanka,Colombo
4/20/2018,53,30.5,24.8,27.4,38.3,30.4,33.7,2018-04-20T00:30,2018-04-20T12:48,2.3,2.3,8,10.2,28.8,212,45,0.68,0.67,0.73,7,79.899994,16,Sri Lanka,Colombo
4/21/2018,53,31.3,24.7,27.9,38.3,30.1,33.7,2018-04-21T00:30,2018-04-21T12:48,1.4,1.4,4,10.2,21.6,180,46.1,0.68,0.67,0.73,7,79.899994,16,Sri Lanka,Colombo
4/22/2018,53,31,25.2,27.5,38.3,30.8,33.5,2018-04-22T00:29,2018-04-22T12:48,3.7,3.7,8,11.6,27.7,191,44.3,0.68,0.66,0.73,7,79.899994,16,Sri Lanka,Colombo
4/23/2018,53,31.3,24.8,27.8,38,30.6,33.6,2018-04-23T00:29,2018-04-23T12:48,2.1,2.1,9,11.7,27,218,46.2,0.67,0.67,0.73,7,79.899994,16,Sri Lanka,Colombo
4/24/2018,61,30.7,25.2,27.7,38.2,30.8,33.4,2018-04-24T00:29,2018-04-24T12:48,3.4,3.4,12,12.4,26.6,180,43.8,0.68,0.67,0.73,7,79.899994,16,Sri Lanka,Colombo
4/25/2018,61,30.1,24.8,27.3,38,30.5,33.2,2018-04-25T00:28,2018-04-25T12:48,5.8,5.8,7,12.5,29.2,192,40.3,0.67,0.67,0.73,7,79.899994,16,Sri Lanka,Colombo
4/26/2018,61,31.1,24.7,27.3,38.6,30.1,33.3,2018-04-26T00:28,2018-04-26T12:48,5.3,5.3,6,11.8,28.4,183,39.8,0.68,0.67,0.73,7,79.899994,16,Sri Lanka,Colombo
4/27/2018,63,31.3,25.2,27.4,39.5,30.9,33.6,2018-04-27T00:27,2018-04-27T12:48,13.1,13.1,12,11,26.3,174,42.5,0.67,0.67,0.73,7,79.899994,16,Sri Lanka,Colombo
4/28/2018,63,29.8,25.5,27,36.1,30.7,32.6,2018-04-28T00:27,2018-04-28T12:48,8.7,8.7,8,11.3,25.9,160,35.8,0.68,0.67,0.73,7,79.899994,16,Sri Lanka,Colombo
4/29/2018,63,29.7,25.4,27.2,36.2,30.8,33,2018-04-29T00:27,2018-04-29T12:48,5,5,10,12.2,28.1,191,33.8,0.67,0.67,0.73,7,79.899994,16,Sri Lanka,Colombo
4/30/2018,55,30.4,25.5,27.6,37.3,31,33.5,2018-04-30T00:27,2018-04-30T12:48,3,3,11,14.5,34.2,197,42.6,0.67,0.67,0.73,7,79.899994,16,Sri Lanka,Colombo
5/1/2018,61,30.7,25.6,27.7,37.4,31.3,33.6,2018-05-01T00:26,2018-05-01T12:48,5.3,5.3,13,13,31,220,39.5,0.67,0.67,0.73,7,79.899994,16,Sri Lanka,Colombo
5/2/2018,55,30.8,25.6,27.6,38.4,31.7,33.7,2018-05-02T00:26,2018-05-02T12:48,4.3,4.3,12,11.9,26.3,234,40.6,0.67,0.67,0.73,7,79.899994,16,Sri Lanka,Colombo
5/3/2018,61,30.4,25.4,27.6,38.2,31.2,33.8,2018-05-03T00:26,2018-05-03T12:48,3.2,3.2,7,10.8,27.4,177,38.8,0.67,0.67,0.73,7,79.899994,16,Sri Lanka,Colombo
5/4/2018,63,30.3,24.6,27.3,37.3,29.4,33,2018-05-04T00:25,2018-05-04T12:48,10.2,10.2,15,11.9,24.5,182,40.8,0.67,0.67,0.73,7,79.899994,16,Sri Lanka,Colombo
5/5/2018,61,29.9,24.7,26.9,37.9,29.6,32.4,2018-05-05T00:25,2018-05-05T12:48,8.1,8.1,20,12.3,27.7,174,33.7,0.68,0.67,0.73,7,79.899994,16,Sri Lanka,Colombo
5/6/2018,55,29.3,25.3,27.3,33.7,30.2,32.3,2018-05-06T00:25,2018-05-06T12:49,3.5,3.5,9,13.8,26.6,157,23.7,0.67,0.67,0.73,7,79.899994,16,Sri Lanka,Colombo
